query_id;plan_id;stage_id;pipeline_id;dop;0;operator_type;execution_time;add_input_wall_ms;get_output_wall_ms;finish_wall_ms;blocked_wall_ms;is_blocked_wall_ms;l_input_rows;r_input_rows;input_rows;raw_input_rows;output_rows;input_bytes;raw_input_bytes;output_bytes;output_per_input_rows;output_per_input_bytes;bytes_per_input_row;bytes_per_output_row;blocked_ratio;add_input_calls;get_output_calls;finish_calls;total_drivers;peak_mem;user_mem;revocable_mem;system_mem;spilled_bytes;physical_written_bytes;build_keys;null_build_keys;probe_keys;null_probe_keys;input_avg_rows_per_call;input_var_proxy;child_count;is_leaf;is_exchange_like;is_join;child_plan
1;12;2;0;64;64;LocalExchangeSinkOperator;390.985;0.000;390.830;0.155;138600.000;390.830;3853887;0;3853887;0;3853887;1431394338;0;1431394338;1.000000;1.000000;371.415752;371.415752;0.997187;0;54084;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;19
1;13;2;1;64;64;LookupJoinOperator;842.630;460.970;349.790;31.870;1060.000;349.790;11350694;0;11350694;0;11350694;5340111499;0;6050793325;1.000000;1.133084;470.465638;533.076949;0.557124;11618;23987;12433;64;231424;1597440;0;0;0;0;0;0;11350694;0;976.992081;2771431331.410163;2;0;0;1;24,11
1;14;2;0;64;64;Aggregation;14409.300;12130.000;2120.000;159.300;0.000;2120.000;3853887;0;3853887;0;3853866;1431394338;0;1114224739;0.999995;0.778419;371.415752;289.118703;0.000000;35552;54590;54217;64;23171072;0;0;0;0;0;0;0;0;0;108.401412;104429973.339740;1;0;0;0;12
1;15;2;1;64;64;FilterProject;361.640;28.580;301.040;32.020;0.000;301.040;11350694;0;11350694;0;11350694;6050793325;0;5901390632;1.000000;0.975309;533.076949;519.914521;0.000000;11618;24117;12562;64;12288;0;0;0;0;0;0;0;0;0;976.992081;2771431331.410163;1;0;0;0;13
1;16;2;0;64;64;PartitionedOutput;3637.300;145.600;3430.000;61.700;8160.000;3430.000;3853866;0;3853866;0;3853866;1114224739;0;699789364;1.000000;0.628050;289.118703;181.581135;0.691684;435;19236;19300;64;9828864;195125248;0;0;0;0;0;0;0;0;8859.462069;8457306979.825573;1;0;0;0;14
1;17;2;1;64;64;PartialAggregation;12122.530;10810.000;1280.000;32.530;0.000;1280.000;11350694;0;11350694;0;3853887;5901390632;0;1431529792;0.339529;0.242575;519.914521;371.450899;0.000000;11618;14785;12627;64;61857920;504201216;0;0;0;0;0;0;0;0;976.992081;2771431331.410163;1;0;0;0;15
1;18;2;1;64;64;FilterProject;35.810;5.650;20.750;9.410;0.000;20.750;3853887;0;3853887;0;3853887;1431529792;0;1431529792;1.000000;1.000000;371.450899;371.450899;0.000000;2222;5455;3297;64;0;0;0;0;0;0;0;0;0;0;1734.422592;1668059365.565340;1;0;0;0;17
1;19;2;1;64;64;LocalExchangeSourceOperator;1350.220;1330.000;9.940;10.280;474.990;9.940;3853887;0;3853887;0;3853887;1431529792;0;1431529792;1.000000;1.000000;371.450899;371.450899;0.260239;2222;3297;3361;64;432640;5802368;0;0;0;0;0;0;0;0;1734.422592;1668059365.565340;1;0;1;0;18
1;20;2;5;64;64;ExchangeOperator;0.657;0.000;0.469;0.188;635.150;0.469;100;0;100;100;100;3456;1788;3456;1.000000;1.000000;34.560000;34.560000;0.998966;0;68;64;64;1152;4608;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;43
1;21;2;5;64;64;FilterProject;2.219;0.039;1.000;1.180;0.000;1.000;100;0;100;0;100;3456;0;3456;1.000000;1.000000;34.560000;34.560000;0.000000;4;269;329;64;0;0;0;0;0;0;0;0;0;0;25.000000;0.000000;1;0;0;0;20
1;22;2;4;64;64;LocalExchangeSinkOperator;1.739;0.000;1.570;0.169;972.320;1.570;100;0;100;0;100;3408;0;3408;1.000000;1.000000;34.080000;34.080000;0.998214;0;232;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;23
1;23;2;5;64;64;LocalExchangeSourceOperator;20.560;1.690;1.220;17.650;0.000;1.220;100;0;100;0;100;3456;0;3456;1.000000;1.000000;34.560000;34.560000;0.000000;4;329;393;64;2048;8192;0;0;0;0;0;0;0;0;25.000000;0.000000;1;0;1;0;21
1;24;2;4;64;64;HashBuilderOperator;10.188;0.988;1.070;8.130;87.060;1.070;100;0;100;0;0;3408;0;0;0.000000;0.000000;34.080000;0.000000;0.895239;52;296;360;64;131072;3948544;0;0;0;0;100;0;0;0;1.923077;44.378698;1;0;0;0;22
1;25;2;3;64;64;ExchangeOperator;348.412;0.000;348.020;0.392;66000.000;348.020;11350694;0;11350694;11350694;11350694;350395041;272520632;350395041;1.000000;1.000000;30.869922;30.869922;0.994749;0;609;64;64;15597568;36765696;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;37
1;26;2;3;64;64;FilterProject;19.630;1.820;11.850;5.960;0.000;11.850;11350694;0;11350694;0;11350694;350395041;0;350395041;1.000000;1.000000;30.869922;30.869922;0.000000;545;2372;1891;64;0;0;0;0;0;0;0;0;0;0;20826.961468;58666382164.965492;1;0;0;0;25
1;27;2;2;64;64;LocalExchangeSinkOperator;105.105;0.000;104.700;0.405;54090.000;104.700;11350694;0;11350694;0;11350694;350382237;0;350382237;1.000000;1.000000;30.868794;30.868794;0.998061;0;14866;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;8
1;28;3;0;64;64;TableScanOperator;5750.279;0.000;5750.000;0.279;104.180;5750.000;15000000;0;15000000;15000000;15000000;3567367551;2466643341;3567367551;1.000000;1.000000;237.824503;237.824503;0.017795;0;3130;64;64;89997056;335844224;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
1;29;3;0;64;64;PartitionedOutput;9215.350;759.270;8450.000;6.080;24540.000;8450.000;15000000;0;15000000;0;15000000;0;0;2497730579;1.000000;0.000000;0.000000;166.515372;0.726996;1503;1943;2007;64;26711296;142577664;0;0;0;0;0;0;0;0;9980.039920;41817040804.904594;1;0;0;0;28
1;30;4;2;64;64;FilterProject;14.420;0.870;9.520;4.030;0.000;9.520;22697372;0;22697372;0;22697372;436878520;0;436878520;1.000000;1.000000;19.247978;19.247978;0.000000;260;1737;1541;64;0;0;0;0;0;0;0;0;0;0;87297.584615;487735569899.535156;1;0;0;0;38
1;31;4;1;64;64;LocalExchangeSinkOperator;36.555;0.000;36.410;0.145;2060.000;36.410;22697372;0;22697372;0;22697372;436874476;0;436874476;1.000000;1.000000;19.247800;19.247800;0.982564;0;4925;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;32
1;32;4;2;64;64;LocalExchangeSourceOperator;897.490;888.340;4.460;4.690;14.140;4.460;22697372;0;22697372;0;22697372;436878520;0;436878520;1.000000;1.000000;19.247978;19.247978;0.015511;260;1541;1605;64;4710400;62170112;0;0;0;0;0;0;0;0;87297.584615;487735569899.535156;1;0;1;0;30
1;33;4;1;64;64;HashBuilderOperator;16824.500;11950.000;4370.000;504.500;8480.000;4370.000;22697372;0;22697372;0;0;436874476;0;0;0.000000;0.000000;19.247800;0.000000;0.335118;4160;5117;5053;64;86212864;1090519040;0;0;0;0;22697372;0;0;0;5456.099038;30930008369.483459;1;0;0;0;31
1;34;4;0;64;64;TableScanOperator;18250.150;0.000;18250.000;0.150;0.000;18250.000;148067261;0;148067261;600037902;148067261;10630694763;9540886671;10630694763;1.000000;1.000000;71.796390;71.796390;0.000000;0;180844;64;64;105918464;252424192;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
1;35;4;0;64;64;FilterProject;1843.550;144.200;1560.000;139.350;0.000;1560.000;148067261;0;148067261;600037902;148067261;6317516474;9540886671;0;1.000000;0.000000;42.666532;0.000000;0.000000;60260;120651;60455;64;13056;827392;0;0;0;0;0;0;0;0;2457.140076;91137956678.281128;1;0;0;0;34
1;36;4;0;64;64;LookupJoinOperator;6702.710;5430.000;1130.000;142.710;23420.000;1130.000;148067261;0;148067261;0;11350694;0;0;173761684;0.076659;0.000000;0.000000;15.308463;0.777486;60260;120731;60531;64;142336;7340032;0;0;0;0;0;0;148067261;0;2457.140076;91137956678.281128;2;0;0;1;33,35
1;37;4;0;64;64;PartitionedOutput;2692.960;1490.000;1060.000;142.960;0.000;1060.000;11350694;0;11350694;0;11350694;173761684;0;272520632;1.000000;1.568359;15.308463;24.009160;0.000000;60260;60611;60675;64;1562624;45637632;0;0;0;0;0;0;0;0;188.361998;535574983.316120;1;0;0;0;36
1;38;4;2;64;64;ExchangeOperator;1970.159;0.000;1970.000;0.159;9790.000;1970.000;22697372;0;22697372;22697372;22697372;436878520;363309656;436878520;1.000000;1.000000;19.247978;19.247978;0.832472;0;324;64;64;20447232;284033024;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;41
1;39;5;0;64;64;TableScanOperator;7780.157;0.000;7780.000;0.157;274.060;7780.000;5674343;0;5674343;150000000;5674343;846571986;2719815400;846571986;1.000000;1.000000;149.192953;149.192953;0.034027;0;30250;64;64;95515648;300794240;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
1;40;5;0;64;64;FilterProject;303.430;38.140;227.520;37.770;0.000;227.520;5674343;0;5674343;150000000;5674343;735756432;2719815400;0;1.000000;0.000000;129.663722;0.000000;0.000000;15071;30314;15307;64;4160;152512;0;0;0;0;0;0;0;0;376.507398;543114776.844332;1;0;0;0;39
1;41;5;0;64;64;PartitionedOutput;440.380;126.530;275.950;37.900;0.000;275.950;5674343;0;5674343;0;5674343;0;0;90827414;1.000000;0.000000;0.000000;16.006684;0.000000;15071;15307;15371;64;1166016;38494208;0;0;0;0;0;0;0;0;376.507398;543114776.844332;1;0;0;0;40
1;42;6;0;16;64;TableScanOperator;1.883;0.000;1.798;0.085;59.055;0.368;25;0;25;25;25;25312;3730;25312;1.000000;1.000000;1012.480000;1012.480000;0.969101;0;34;16;16;26816;26688;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
1;43;6;0;16;64;PartitionedOutput;0.848;0.035;0.444;0.369;0.000;0.515;25;0;25;0;25;0;0;447;1.000000;0.000000;0.000000;17.880000;0.000000;1;49;65;16;17344;8192;0;0;0;0;0;0;0;0;25.000000;0.000000;1;0;0;0;42
2;0;0;0;1;64;MergeOperator;0.070;0.000;0.070;0.000;356.830;0.000;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.999803;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;7
2;1;0;0;1;64;ExplainAnalyzeOperator;109.002;0.000;108.960;0.042;0.000;0.000;0;0;0;0;1;0;0;19865;0.000000;0.000000;0.000000;19865.000000;0.000000;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;0;0;0
2;2;0;0;1;64;TaskOutputOperator;0.135;0.128;0.000;0.006;0.000;0.000;1;0;1;0;1;19865;0;19865;1.000000;1.000000;19865.000000;19865.000000;0.000000;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;1
2;3;1;1;64;64;ExchangeOperator;0.361;0.000;0.210;0.151;22320.000;0.210;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.999984;0;64;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;17
2;4;1;1;64;64;OrderBy;1.795;0.000;0.812;0.983;0.000;0.812;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0;192;256;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;0;0;3
2;5;1;0;4;64;LocalMerge;0.169;0.000;0.160;0.009;1400.000;0.160;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.999880;0;4;4;4;24576;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;6
2;6;1;1;64;64;CallbackSink;2.848;0.000;0.938;1.910;51.650;0.938;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.947744;0;256;320;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;0;0;4
2;7;1;0;4;64;PartitionedOutput;0.512;0.000;0.323;0.189;0.000;0.323;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0;72;76;4;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;0;0;5
2;8;2;3;64;64;LocalExchangeSourceOperator;3.146;0.486;1.130;1.530;0.000;1.130;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.000000;4;324;388;64;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;1;0;19
2;9;2;2;4;64;NestedLoopJoinBuild;2.443;0.012;0.061;2.370;0.000;0.061;0;0;4;0;0;128;0;0;0.000000;0.000000;32.000000;0.000000;0.000000;4;20;24;4;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;1;20
2;10;2;1;64;64;ExchangeOperator;54.222;0.000;54.070;0.152;21030.000;54.070;3007434;0;3007434;3007434;3007434;62302674;48148365;62302674;1.000000;1.000000;20.716223;20.716223;0.997428;0;328;64;64;4784256;27533312;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;29
2;11;2;1;64;64;FilterProject;11.295;0.765;6.370;4.160;0.000;6.370;3007434;0;3007434;0;3007434;62302674;0;62302674;1.000000;1.000000;20.716223;20.716223;0.000000;264;1712;1512;64;0;0;0;0;0;0;0;0;0;0;11391.795455;8435252165.829373;1;0;0;0;10
2;12;2;0;64;64;LocalExchangeSinkOperator;33.181;0.000;33.040;0.141;3060.000;33.040;3007434;0;3007434;0;3007434;62298572;0;62298572;1.000000;1.000000;20.714859;20.714859;0.989273;0;5729;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;13
2;13;2;1;64;64;LocalExchangeSourceOperator;178.920;169.320;4.500;5.100;0.000;4.500;3007434;0;3007434;0;3007434;62302674;0;62302674;1.000000;1.000000;20.716223;20.716223;0.000000;264;1512;1576;64;1056768;8020608;0;0;0;0;0;0;0;0;11391.795455;8435252165.829373;1;0;1;0;11
2;14;2;0;64;64;Aggregation;4491.230;4230.000;246.410;14.820;0.000;246.410;3007434;0;3007434;0;3007434;62298572;0;62853120;1.000000;1.008901;20.714859;20.899252;0.000000;4224;6113;5857;64;3493888;0;0;0;0;0;0;0;0;0;711.987216;534807147.298606;1;0;0;0;12
2;15;2;0;64;64;NestedLoopJoinProbe;12.567;0.827;6.690;5.050;13940.000;6.690;0;0;3007434;0;3007434;62853120;0;62855665;1.000000;1.000040;20.899252;20.900098;0.999099;320;2273;2017;64;0;0;0;0;0;0;0;0;0;0;9398.231250;6977819014.215274;1;0;0;1;14
2;16;2;0;64;64;FilterProject;39.751;0.791;33.250;5.710;0.000;33.250;3007434;0;3007434;0;0;62855665;0;0;0.000000;0.000000;20.900098;0.000000;0.000000;320;2081;2145;64;52224;3244032;0;0;0;0;0;0;0;0;9398.231250;6977819014.215274;1;0;0;0;15
2;17;2;0;64;64;PartitionedOutput;11.470;0.000;6.390;5.080;0.000;6.390;0;0;0;0;0;0;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0;1825;1889;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;0;0;16
2;18;2;3;64;64;ExchangeOperator;0.561;0.000;0.377;0.184;13840.000;0.377;4;0;4;4;4;128;208;128;1.000000;1.000000;32.000000;32.000000;0.999959;0;68;64;64;128;512;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;52
2;19;2;3;64;64;FilterProject;2.160;0.010;1.030;1.120;0.000;1.030;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.000000;4;264;324;64;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;18
2;20;2;2;4;64;LocalExchangeSinkOperator;0.110;0.000;0.100;0.010;870.070;0.100;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.999873;0;16;4;4;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;8
2;21;3;2;64;64;FilterProject;4.097;0.067;2.040;1.990;0.000;2.040;159664;0;159664;0;159664;1636480;0;1636480;1.000000;1.000000;10.249524;10.249524;0.000000;20;550;594;64;0;0;0;0;0;0;0;0;0;0;7983.200000;254925928.960000;1;0;0;0;30
2;22;3;1;64;64;LocalExchangeSinkOperator;4.595;0.000;4.380;0.215;1660.000;4.380;159664;0;159664;0;159664;1636304;0;1636304;1.000000;1.000000;10.248422;10.248422;0.997240;0;768;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;23
2;23;3;2;64;64;LocalExchangeSourceOperator;21.970;15.780;2.010;4.180;0.000;2.010;159664;0;159664;0;159664;1636480;0;1636480;1.000000;1.000000;10.249524;10.249524;0.000000;20;594;658;64;94208;263168;0;0;0;0;0;0;0;0;7983.200000;254925928.960000;1;0;1;0;21
2;24;3;1;64;64;HashBuilderOperator;78.570;31.140;2.750;44.680;613.510;2.750;159664;0;159664;0;0;1636304;0;0;0.000000;0.000000;10.248422;0.000000;0.886473;320;832;896;64;8085504;36208640;0;0;0;0;159664;0;0;0;498.950000;19667137.097500;1;0;0;0;22
2;25;3;0;64;64;TableScanOperator;4260.168;0.000;4260.000;0.168;0.000;4260.000;3193280;0;3193280;80000000;3193280;864345961;1603033711;864345961;1.000000;1.000000;270.676534;270.676534;0.000000;0;24166;64;64;116817536;362272640;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
2;26;3;0;64;64;LookupJoinOperator;108.970;23.010;63.650;22.310;2370.000;63.650;3193280;0;3193280;0;3193280;785810994;0;0;1.000000;0.000000;246.082709;0.000000;0.956042;8034;16196;8226;64;0;0;0;0;0;0;0;0;3193280;0;397.470749;326853505.029329;2;0;0;1;24,25
2;27;3;0;64;64;FilterProject;255.710;22.390;210.660;22.660;0.000;210.660;3193280;0;3193280;0;3193280;0;0;31209650;1.000000;0.000000;0.000000;9.773540;0.000000;8034;16324;8354;64;4096;0;0;0;0;0;0;0;0;0;397.470749;326853505.029329;1;0;0;0;26
2;28;3;0;64;64;PartialAggregation;8850.110;8670.000;157.150;22.960;0.000;157.150;3193280;0;3193280;0;3007434;31209650;0;66192186;0.941801;2.120888;9.773540;22.009522;0.000000;8034;8691;8418;64;6359040;0;0;0;0;0;0;0;0;0;397.470749;326853505.029329;1;0;0;0;27
2;29;3;0;64;64;PartitionedOutput;161.120;85.020;73.920;2.180;0.000;73.920;3007434;0;3007434;0;3007434;66192186;0;48148365;1.000000;0.727403;22.009522;16.009783;0.000000;337;721;785;64;1362688;47362048;0;0;0;0;0;0;0;0;8924.136499;6835341138.468015;1;0;0;0;28
2;30;3;2;64;64;ExchangeOperator;2.338;0.000;2.130;0.208;1590.000;2.130;159664;0;159664;159664;159664;1636480;1278192;1636480;1.000000;1.000000;10.249524;10.249524;0.998532;0;84;64;64;196736;262144;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;37
2;31;4;2;64;64;FilterProject;2.804;0.024;1.290;1.490;0.000;1.290;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.000000;4;268;328;64;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;38
2;32;4;1;64;64;LocalExchangeSinkOperator;1.448;0.000;1.190;0.258;754.380;1.190;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.998084;0;136;64;64;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;33
2;33;4;2;64;64;LocalExchangeSourceOperator;5.971;0.511;1.540;3.920;0.000;1.540;4;0;4;0;4;128;0;128;1.000000;1.000000;32.000000;32.000000;0.000000;4;328;392;64;2048;8192;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;1;0;31
2;34;4;1;64;64;HashBuilderOperator;8.846;0.111;0.915;7.820;79.880;0.915;4;0;4;0;0;128;0;0;0.000000;0.000000;32.000000;0.000000;0.900299;4;200;264;64;65536;278528;0;0;0;0;4;0;0;0;1.000000;0.000000;1;0;0;0;32
2;35;4;0;64;64;TableScanOperator;14.751;0.000;14.540;0.211;0.000;14.540;39916;0;39916;1000000;39916;5298230;9938644;5298230;1.000000;1.000000;132.734492;132.734492;0.000000;0;266;64;64;3628544;4905728;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
2;36;4;0;64;64;LookupJoinOperator;6.555;0.385;1.420;4.750;836.710;1.420;39916;0;39916;0;39916;4905503;0;0;1.000000;0.000000;122.895656;0.000000;0.992226;101;330;293;64;0;0;0;0;0;0;0;0;39916;0;395.207921;12188004.125086;2;0;0;1;34,35
2;37;4;0;64;64;PartitionedOutput;5.111;0.811;2.690;1.610;0.000;2.690;39916;0;39916;0;39916;0;0;319548;1.000000;0.000000;0.000000;8.005512;0.000000;101;357;421;64;223616;196608;0;0;0;0;0;0;0;0;395.207921;12188004.125086;1;0;0;0;36
2;38;4;2;64;64;ExchangeOperator;0.795;0.000;0.548;0.247;638.320;0.548;4;0;4;4;4;128;188;128;1.000000;1.000000;32.000000;32.000000;0.998756;0;68;64;64;128;512;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;52
2;39;5;0;16;64;TableScanOperator;2.536;0.000;2.464;0.072;67.384;0.411;1;0;1;25;1;768;3730;768;1.000000;1.000000;768.000000;768.000000;0.963731;0;34;16;16;2560;2432;0;0;0;0;0;0;0;0;0.000000;0.000000;0;1;0;0;
2;40;5;0;16;64;FilterProject;0.671;0.008;0.325;0.339;0.000;0.754;1;0;1;25;1;672;3730;0;1.000000;0.000000;672.000000;0.000000;0.000000;1;50;65;16;384;256;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;39
2;41;5;0;16;64;PartitionedOutput;1.011;0.030;0.545;0.436;0.000;0.674;1;0;1;0;1;0;0;47;1.000000;0.000000;0.000000;47.000000;0.000000;1;65;81;16;16896;8192;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;40
2;42;6;3;16;64;LocalExchangeSourceOperator;3.826;2.022;0.860;0.945;0.000;1.944;64;0;64;0;64;1472;0;1472;1.000000;1.000000;23.000000;23.000000;0.000000;40;285;301;16;0;0;0;0;0;0;0;0;0;0;1.600000;99.840000;1;0;1;0;54
2;43;6;2;1;64;Aggregation;0.880;0.348;0.279;0.253;0.000;0.650;64;0;64;0;1;1472;0;32;0.015625;0.021739;23.000000;32.000000;0.000000;40;81;81;1;66304;128;0;0;0;0;0;0;0;0;1.600000;99.840000;1;0;0;0;55
2;44;6;1;16;64;LocalExchangeSinkOperator;0.380;0.000;0.334;0.046;3469.076;0.321;1;0;1;0;1;32;0;32;1.000000;1.000000;32.000000;32.000000;0.999890;0;33;16;16;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;1;0;1;0;48
2;45;6;2;1;64;FilterProject;0.260;0.006;0.134;0.120;0.000;0.456;1;0;1;0;1;32;0;32;1.000000;1.000000;32.000000;32.000000;0.000000;1;43;43;1;0;0;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;43
2;46;6;1;16;64;FilterProject;0.531;0.006;0.276;0.248;0.000;0.586;1;0;1;0;1;32;0;32;1.000000;1.000000;32.000000;32.000000;0.000000;1;50;65;16;128;128;0;0;0;0;0;0;0;0;1.000000;0.000000;1;0;0;0;44
